as_of,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612
3/9/2017,57.2472,213.495,558.321,40.6784,3475.11,76.3489,113.34,77.8092,88.8775,95.0435,63.7349,164.896
3/10/2017,57.5846,214.494,559.872,40.8081,3475.11,76.601,113.699,78.1668,89.1182,95.3523,63.8807,165.628
3/11/2017,57.5846,214.494,559.872,40.8081,3475.11,76.601,113.699,78.1668,89.1182,95.3523,63.8807,165.628
3/12/2017,57.5846,214.494,559.872,40.8081,3475.11,76.601,113.699,78.1668,89.1182,95.3523,63.8807,165.628
3/13/2017,57.6971,215.064,561.422,40.8405,3475.11,76.6514,113.956,78.2986,89.2932,95.4209,63.8807,165.628
3/14/2017,57.3596,214.636,559.096,40.7108,3469.07,76.3993,113.648,78.0539,89.0744,95.1006,63.7106,164.774
3/15/2017,58.0345,216.634,564.329,41.0026,3493.2,77.0379,114.623,78.8107,89.6871,95.9013,64.2697,166.116
3/16/2017,57.8095,216.349,564.135,40.9701,3487.17,76.9203,114.521,78.7541,89.2276,95.7526,64.1967,165.994
3/17/2017,57.5846,216.349,563.554,40.9377,3481.14,76.8195,114.469,78.9051,89.1838,95.6268,64.0266,165.994
3/18/2017,57.5846,216.349,563.554,40.9377,3481.14,76.8195,114.469,78.9051,89.1838,95.6268,64.0266,165.994
3/19/2017,57.5846,216.349,563.554,40.9377,3481.14,76.8195,114.469,78.9051,89.1838,95.6268,64.0266,165.994
3/20/2017,57.3596,215.635,562.003,40.8729,3469.07,76.6682,114.213,78.7352,88.9869,95.4323,63.8078,165.384
3/21/2017,56.4599,212.781,554.252,40.2895,3426.84,75.7103,113.186,78.2445,87.871,94.2543,62.9814,162.945
3/22/2017,56.4599,213.209,555.608,40.4515,3432.87,75.8615,113.391,78.32,88.0679,94.4373,63.1272,163.189
3/23/2017,56.4599,212.924,554.445,40.3867,3426.84,75.7775,113.34,78.0747,87.9585,94.3344,63.03,163.311
3/24/2017,56.5724,212.496,554.445,40.4515,3420.81,75.7271,113.186,77.9237,87.871,94.2657,62.9571,163.189
3/25/2017,56.5724,212.496,554.445,40.4515,3420.81,75.7271,113.186,77.9237,87.871,94.2657,62.9571,163.189
3/26/2017,56.5724,212.496,554.445,40.4515,3420.81,75.7271,113.186,77.9237,87.871,94.2657,62.9571,163.189
3/27/2017,56.5724,212.21,554.833,40.484,3414.77,75.6431,113.186,77.9614,87.8929,94.1628,62.8598,163.067
3/28/2017,56.9098,213.923,558.515,40.7433,3438.91,76.1808,113.802,78.3766,88.2868,94.849,63.346,164.286
3/29/2017,56.7973,214.208,559.484,40.9377,3438.91,76.2817,113.699,78.2634,88.5931,94.9748,63.346,164.53
3/30/2017,57.0222,214.922,559.872,41.035,3457.01,76.517,113.956,78.3955,88.6368,95.2493,63.5339,164.774
3/31/2017,56.9098,214.636,559.096,41.035,3450.97,76.3321,113.765,78.2823,88.4837,95.032,63.3142,164.53
4/1/2017,56.9098,214.636,559.096,41.035,3450.97,76.3321,113.765,78.2823,88.4837,95.032,63.3142,164.53
4/2/2017,56.9098,214.636,559.096,41.035,3450.97,76.3321,113.765,78.2823,88.4837,95.032,63.3142,164.53
4/3/2017,56.7973,213.209,557.934,40.8729,3444.94,76.2144,113.559,78.1124,88.418,94.8833,63.1678,163.92
4/4/2017,56.7973,213.209,558.321,40.8729,3444.94,76.2649,113.714,78.0369,88.3743,94.952,63.2898,164.164
4/5/2017,56.5724,212.638,555.802,40.8081,3432.87,76.0464,113.508,77.9048,88.1336,94.6775,63.0213,163.554
4/6/2017,56.9098,213.495,557.546,41.0026,3438.91,76.2144,113.817,77.9237,88.3743,94.8833,63.2654,164.286
4/7/2017,56.9098,213.352,557.934,41.035,3438.91,76.1472,113.765,77.9237,88.4618,94.8085,63.1433,164.408
4/8/2017,56.9098,213.352,557.934,41.035,3438.91,76.1472,113.765,77.9237,88.4618,94.8085,63.1433,164.408
4/9/2017,56.9098,213.352,557.934,41.035,3438.91,76.1472,113.765,77.9237,88.4618,94.8085,63.1433,164.408
4/10/2017,56.9098,213.637,558.903,41.0674,3444.94,76.2144,113.868,77.9237,88.5493,94.8775,63.1678,164.286
4/11/2017,57.0222,213.637,558.321,41.0026,3444.94,76.1136,113.765,77.8859,88.3524,94.751,63.0945,164.164
4/12/2017,56.5724,212.496,555.221,40.7433,3426.84,75.8279,113.714,77.7916,87.9585,94.3943,62.826,163.189
4/13/2017,56.1225,210.926,552.314,40.6136,3408.74,75.3069,112.993,77.4896,87.6522,93.7614,62.2891,161.969
4/14/2017,56.1225,210.926,552.314,40.6136,3408.74,75.3069,112.993,77.4896,87.6522,93.7614,62.2891,161.969
4/15/2017,56.1225,210.926,552.314,40.6136,3408.74,75.3069,112.993,77.4896,87.6522,93.7614,62.2891,161.969
4/16/2017,56.1225,210.926,552.314,40.6136,3408.74,75.3069,112.993,77.4896,87.6522,93.7614,62.2891,161.969
4/17/2017,56.5724,213.209,557.159,41.1646,3432.87,75.9456,113.919,78.1124,88.418,94.5668,62.826,163.433
4/18/2017,56.3474,213.495,555.221,41.0026,3420.81,75.7271,113.868,77.9803,88.1992,94.2907,62.4843,163.189
4/19/2017,56.5724,213.78,553.67,41.1322,3414.77,75.6094,113.611,77.9426,88.3305,94.1411,62.3135,163.067
4/20/2017,57.2472,216.206,557.934,41.4888,3438.91,76.1808,114.177,78.5465,89.1838,94.8545,62.8016,164.164
4/21/2017,57.1347,215.778,557.159,41.4239,3432.87,75.9624,113.919,78.5087,89.1401,94.5668,62.6552,163.92
4/22/2017,57.1347,215.778,557.159,41.4239,3432.87,75.9624,113.919,78.5087,89.1401,94.5668,62.6552,163.92
4/23/2017,57.1347,215.778,557.159,41.4239,3432.87,75.9624,113.919,78.5087,89.1401,94.5668,62.6552,163.92
4/24/2017,57.8095,218.204,563.554,41.8777,3469.07,76.7859,115,79.0372,90.0591,95.5909,63.3874,166.482
4/25/2017,58.2594,218.918,567.042,41.9749,3487.17,77.2396,115.772,79.5656,90.6717,96.1777,63.7535,167.701
4/26/2017,58.2594,219.346,567.817,42.0074,3487.17,77.206,115.617,79.5278,90.978,96.1317,63.7535,167.701
4/27/2017,58.8218,220.487,568.399,42.2018,3487.17,77.2564,115.926,79.7921,91.3281,96.2007,63.8512,167.457
4/28/2017,58.5968,218.489,566.848,42.137,3463.04,77.1052,115.463,79.9242,91.4813,96.0166,63.5827,166.969
4/29/2017,58.5968,218.489,566.848,42.137,3463.04,77.1052,115.463,79.9242,91.4813,96.0166,63.5827,166.969
4/30/2017,58.5968,218.489,566.848,42.137,3463.04,77.1052,115.463,79.9242,91.4813,96.0166,63.5827,166.969
5/1/2017,58.7093,219.06,568.399,42.2342,3463.04,77.2396,115.412,79.9242,91.8314,96.1777,63.6315,167.213
5/2/2017,58.8218,219.488,569.368,42.3315,3469.07,77.3404,115.463,79.9053,92.1814,96.2927,63.7047,167.579
5/3/2017,58.5968,219.203,567.817,42.1694,3463.04,77.2564,115.36,79.66,92.0939,96.1892,63.6803,167.579
5/4/2017,58.7093,219.917,567.817,42.2667,3481.14,77.3068,115.514,79.9619,92.2908,96.2467,63.7291,167.701
5/5/2017,59.0467,220.916,570.337,42.3963,3493.2,77.6261,116.183,80.245,92.619,96.6494,63.9732,168.433
5/6/2017,59.0467,220.916,570.337,42.3963,3493.2,77.6261,116.183,80.245,92.619,96.6494,63.9732,168.433
5/7/2017,59.0467,220.916,570.337,42.3963,3493.2,77.6261,116.183,80.245,92.619,96.6494,63.9732,168.433
5/8/2017,58.7093,220.487,569.368,42.3963,3487.17,77.6261,116.132,80.1318,92.6409,96.6609,63.9488,168.189
5/9/2017,58.5968,220.202,570.724,42.4287,3487.17,77.5421,115.72,80.0751,92.7941,96.5689,63.778,167.823
5/10/2017,58.4843,220.202,570.918,42.3963,3487.17,77.6766,115.875,80.094,92.9472,96.7069,63.9,168.433
5/11/2017,58.1469,218.918,569.949,42.3963,3481.14,77.5253,115.566,80.094,92.7722,96.5344,63.778,167.945
5/12/2017,57.922,218.204,569.949,42.2991,3469.07,77.4077,115.566,79.9996,92.816,96.3963,63.7047,167.701
5/13/2017,57.922,218.204,569.949,42.2991,3469.07,77.4077,115.566,79.9996,92.816,96.3963,63.7047,167.701
5/14/2017,57.922,218.204,569.949,42.2991,3469.07,77.4077,115.566,79.9996,92.816,96.3963,63.7047,167.701
5/15/2017,58.2594,219.346,572.662,42.6556,3487.17,77.7942,116.183,80.3771,93.6693,96.868,64.0708,168.799
5/16/2017,58.1469,219.631,573.243,42.688,3481.14,77.7438,116.183,80.2639,93.6912,96.822,64.0953,169.165
5/17/2017,56.6848,215.635,562.391,41.9425,3420.81,76.3657,114.485,79.4523,92.1377,95.0846,62.8993,165.506
5/18/2017,56.6848,216.063,564.523,42.137,3426.84,76.6346,114.743,79.7166,92.6628,95.4413,63.0213,165.994
5/19/2017,56.9098,217.633,567.817,42.2991,3450.97,77.1556,115.514,80.094,92.9691,96.0856,63.4607,167.457
5/20/2017,56.9098,217.633,567.817,42.2991,3450.97,77.1556,115.514,80.094,92.9691,96.0856,63.4607,167.457
5/21/2017,56.9098,217.633,567.817,42.2991,3450.97,77.1556,115.514,80.094,92.9691,96.0856,63.4607,167.457
5/22/2017,57.1347,219.488,571.306,42.6232,3463.04,77.5589,116.235,80.6224,93.4942,96.5804,63.8268,168.189
5/23/2017,57.1347,219.203,571.112,42.526,3469.07,77.7102,116.441,80.7357,93.6037,96.7645,64.0464,168.799
5/24/2017,57.1347,219.917,572.081,42.7205,3475.11,77.895,116.749,81.0376,93.9537,97.0061,64.1685,169.165
5/25/2017,57.4721,221.201,574.406,43.0122,3487.17,78.2648,117.161,81.6227,94.5226,97.4548,64.4126,169.531
5/26/2017,57.5846,221.344,574.6,43.0122,3487.17,78.2984,117.315,81.6415,94.5445,97.4893,64.3882,169.165
5/27/2017,57.5846,221.344,574.6,43.0122,3487.17,78.2984,117.315,81.6415,94.5445,97.4893,64.3882,169.165
5/28/2017,57.5846,221.344,574.6,43.0122,3487.17,78.2984,117.315,81.6415,94.5445,97.4893,64.3882,169.165
5/29/2017,57.5846,221.344,574.6,43.0122,3487.17,78.2984,117.315,81.6415,94.5445,97.4893,64.3882,169.165
5/30/2017,57.3596,221.344,573.631,43.0446,3475.11,78.2143,117.315,81.7925,94.4351,97.3973,64.2905,168.555
5/31/2017,57.5846,221.486,573.243,43.1094,3475.11,78.1807,117.47,81.9812,94.4351,97.3628,64.1929,168.311
6/1/2017,58.0345,223.484,577.507,43.5308,3505.27,78.7857,118.242,82.5852,95.2884,98.1107,64.7543,170.141
6/2/2017,58.4843,224.483,580.22,43.8549,3505.27,79.0714,118.602,83.0004,96.0542,98.4789,64.9007,170.628
6/3/2017,58.4843,224.483,580.22,43.8549,3505.27,79.0714,118.602,83.0004,96.0542,98.4789,64.9007,170.628
6/4/2017,58.4843,224.483,580.22,43.8549,3505.27,79.0714,118.602,83.0004,96.0542,98.4789,64.9007,170.628
6/5/2017,58.1469,224.341,579.445,43.7253,3505.27,78.9874,118.396,82.906,95.9448,98.3638,64.7543,170.385
6/6/2017,57.8095,223.627,579.057,43.5956,3493.2,78.7689,118.19,82.6606,95.551,98.0876,64.5834,170.019
6/7/2017,57.922,224.341,578.864,43.628,3493.2,78.9034,118.293,82.6606,95.9448,98.2602,64.6078,170.385
6/8/2017,57.922,224.055,580.026,43.628,3499.24,78.9202,117.933,82.4153,95.6823,98.2948,64.6566,171.116
6/9/2017,57.8095,223.627,577.507,43.3039,3517.34,78.853,118.19,82.3209,94.6101,98.2142,64.9251,171.848
6/10/2017,57.8095,223.627,577.507,43.3039,3517.34,78.853,118.19,82.3209,94.6101,98.2142,64.9251,171.848
6/11/2017,57.8095,223.627,577.507,43.3039,3517.34,78.853,118.19,82.3209,94.6101,98.2142,64.9251,171.848
6/12/2017,57.922,222.628,575.181,43.1742,3523.37,78.7857,117.984,82.0945,94.1725,98.1222,64.9739,171.482
6/13/2017,58.1469,224.198,578.864,43.4335,3529.4,79.1555,118.55,82.5474,94.8508,98.5824,65.218,172.58
6/14/2017,57.922,223.77,576.732,43.3363,3523.37,79.0882,118.447,82.5474,94.9821,98.5019,65.1448,172.214
6/15/2017,57.6971,223.056,573.437,43.0122,3517.34,78.9202,118.344,82.453,94.7414,98.2948,65.0228,170.872
6/16/2017,57.5846,223.056,573.612,42.8501,3517.34,78.9538,118.55,82.604,94.5226,98.3178,65.096,170.628
6/17/2017,57.5846,223.056,573.612,42.8501,3517.34,78.9538,118.55,82.604,94.5226,98.3178,65.096,170.628
6/18/2017,57.5846,223.056,573.612,42.8501,3517.34,78.9538,118.55,82.604,94.5226,98.3178,65.096,170.628
6/19/2017,58.0345,225.34,579.118,43.3687,3541.47,79.6092,119.271,83.0947,95.551,99.1462,65.5597,171.848
6/20/2017,57.2472,223.484,574.988,43.1742,3517.34,79.0822,118.55,82.6795,95.0478,98.4789,65.0716,170.628
6/21/2017,56.9098,223.484,576.561,43.4335,3517.34,79.0312,118.139,82.6606,95.551,98.4328,64.8519,169.897
6/22/2017,56.9098,223.199,577.545,43.4335,3517.34,78.9973,117.984,82.7473,95.5291,98.3868,64.7787,169.897
6/23/2017,57.0222,223.342,579.314,43.5956,3517.34,79.1161,118.087,83.069,95.7041,98.5479,64.8519,170.263
6/24/2017,57.0222,223.342,579.314,43.5956,3517.34,79.1161,118.087,83.069,95.7041,98.5479,64.8519,170.263
6/25/2017,57.0222,223.342,579.314,43.5956,3517.34,79.1161,118.087,83.069,95.7041,98.5479,64.8519,170.263
6/26/2017,57.1347,223.627,578.528,43.5308,3529.4,79.15,118.293,82.9744,95.551,98.5709,64.9251,170.628
6/27/2017,56.5724,222.057,574.005,42.9798,3511.3,78.5052,117.778,82.4446,94.5664,97.777,64.6078,169.653
6/28/2017,57.1347,224.055,579.511,43.4011,3541.47,79.2179,118.55,82.9555,95.376,98.6629,65.1448,171.604
6/29/2017,56.6848,221.915,574.792,42.8501,3529.4,78.5391,117.573,82.0851,94.0631,97.8115,64.8547,170.473
6/30/2017,56.7973,223.056,575.381,42.9798,3535.44,78.6579,117.818,82.6149,94.2382,97.9726,64.9282,170.964
7/1/2017,56.7973,223.056,575.381,42.9798,3535.44,78.6579,117.818,82.6149,94.2382,97.9726,64.9282,170.964
7/2/2017,56.7973,223.056,575.381,42.9798,3535.44,78.6579,117.818,82.6149,94.2382,97.9726,64.9282,170.964
7/3/2017,56.9098,223.342,575.578,42.9149,3553.54,78.8446,118.233,82.5392,94.0413,98.2027,65.2468,171.576
7/4/2017,56.9098,223.342,575.578,42.9149,3553.54,78.8446,118.233,82.5392,94.0413,98.2027,65.2468,171.576
7/5/2017,57.1347,222.628,576.561,42.8825,3559.57,78.9803,118.181,82.8041,94.2382,98.3638,65.2714,172.066
7/6/2017,56.6848,220.63,572.432,42.3315,3529.4,78.2676,117.404,82.1608,93.3848,97.4778,64.7321,170.473
7/7/2017,57.0222,222.628,576.365,42.7205,3547.5,78.7597,117.974,82.7663,94.1069,98.1094,65.0508,171.454
7/8/2017,57.0222,222.628,576.365,42.7205,3547.5,78.7597,117.974,82.7663,94.1069,98.1094,65.0508,171.454
7/9/2017,57.0222,222.628,576.365,42.7205,3547.5,78.7597,117.974,82.7663,94.1069,98.1094,65.0508,171.454
7/10/2017,57.0222,222.771,578.135,42.8501,3547.5,78.8276,117.87,82.6527,94.1725,98.2019,65.0753,171.576
7/11/2017,57.2472,222.913,579.314,42.8825,3547.5,78.7767,117.663,82.5203,94.1725,98.1209,64.9772,171.454
7/12/2017,57.5846,224.626,583.444,43.1742,3559.57,79.3537,118.44,83.1636,95.1134,98.8494,65.4184,172.679
7/13/2017,57.6971,225.34,585.017,43.2715,3565.6,79.5064,118.595,83.069,95.3978,99.0344,65.5655,173.169
7/14/2017,58.0345,226.339,587.967,43.466,3577.67,79.8798,119.164,83.6178,95.8354,99.4969,65.8596,173.782
7/15/2017,58.0345,226.339,587.967,43.466,3577.67,79.8798,119.164,83.6178,95.8354,99.4969,65.8596,173.782
7/16/2017,58.0345,226.339,587.967,43.466,3577.67,79.8798,119.164,83.6178,95.8354,99.4969,65.8596,173.782
7/17/2017,58.1469,226.624,586.984,43.4335,3583.7,79.8798,119.113,83.6367,95.9667,99.4969,65.7125,173.66
7/18/2017,58.0345,226.339,589.54,43.5308,3571.64,79.9307,119.061,83.7313,95.9886,99.5547,65.639,173.415
7/19/2017,58.4843,227.766,592.883,43.8873,3589.74,80.3549,119.527,84.2044,96.47,100.098,65.9086,174.518
7/20/2017,58.4843,227.623,593.473,44.017,3589.74,80.3549,119.423,84.4882,96.3387,100.098,65.9086,174.395
7/21/2017,58.4843,227.908,593.473,44.179,3583.7,80.321,119.423,84.5639,96.5356,100.052,65.8106,174.027
7/22/2017,58.4843,227.908,593.473,44.179,3583.7,80.321,119.423,84.5639,96.5356,100.052,65.8106,174.027
7/23/2017,58.4843,227.908,593.473,44.179,3583.7,80.321,119.423,84.5639,96.5356,100.052,65.8106,174.027
7/24/2017,58.5968,227.48,593.669,44.1142,3583.7,80.2362,119.113,84.2611,97.017,99.9479,65.7371,174.027
7/25/2017,58.8218,227.623,594.849,44.2763,3601.8,80.4737,119.527,83.8638,97.017,100.248,66.0802,175.13
7/26/2017,58.7093,226.909,594.456,44.4383,3607.83,80.4907,119.423,83.6745,97.3452,100.272,65.9331,174.272
7/27/2017,58.5968,225.625,591.703,44.2763,3607.83,80.4228,119.423,83.4664,96.5794,100.191,65.6145,173.782
7/28/2017,58.4843,225.625,591.506,44.2763,3601.8,80.321,119.32,83.6367,96.4918,100.052,65.7861,173.905
7/29/2017,58.4843,225.625,591.506,44.2763,3601.8,80.321,119.32,83.6367,96.4918,100.052,65.7861,173.905
7/30/2017,58.4843,225.625,591.506,44.2763,3601.8,80.321,119.32,83.6367,96.4918,100.052,65.7861,173.905
7/31/2017,58.5968,225.625,590.326,44.2439,3601.8,80.2701,119.527,83.6178,96.47,99.9825,65.9086,174.027
8/1/2017,58.7093,226.339,591.31,44.2763,3607.83,80.4568,119.786,83.8448,96.7982,100.225,66.0312,174.395
8/2/2017,58.4843,226.053,590.326,44.0494,3613.87,80.5077,120.044,83.9205,96.9513,100.295,66.0557,174.272
8/3/2017,58.3719,225.482,588.163,43.9846,3601.8,80.3549,119.837,84.0719,96.4262,100.098,65.8106,173.66
8/4/2017,58.4843,226.481,589.147,44.0818,3607.83,80.5077,120.044,84.0908,96.4043,100.283,66.0557,174.64
8/5/2017,58.4843,226.481,589.147,44.0818,3607.83,80.5077,120.044,84.0908,96.4043,100.283,66.0557,174.64
8/6/2017,58.4843,226.481,589.147,44.0818,3607.83,80.5077,120.044,84.0908,96.4043,100.283,66.0557,174.64
8/7/2017,58.5968,227.052,590.72,44.2439,3607.83,80.6434,120.2,83.9962,96.7763,100.457,66.0312,174.64
8/8/2017,58.5968,226.767,589.147,43.9846,3601.8,80.4568,119.993,83.7313,96.3824,100.225,65.9086,174.395
8/9/2017,58.4843,226.339,586.787,43.8549,3607.83,80.4398,120.2,83.8448,96.1855,100.202,65.9086,174.15
8/10/2017,57.3596,222.913,577.151,43.077,3559.57,79.3028,118.957,83.1069,94.6101,98.78,65.1243,171.454
8/11/2017,57.5846,223.627,578.528,43.3039,3559.57,79.4046,119.009,83.3529,95.004,98.9188,65.1243,171.454
8/12/2017,57.5846,223.627,578.528,43.3039,3559.57,79.4046,119.009,83.3529,95.004,98.9188,65.1243,171.454
8/13/2017,57.5846,223.627,578.528,43.3039,3559.57,79.4046,119.009,83.3529,95.004,98.9188,65.1243,171.454
8/14/2017,58.1469,225.625,583.051,43.7577,3589.74,80.2022,120.096,84.1476,96.098,99.9132,65.7125,173.169
8/15/2017,57.922,225.054,582.067,43.628,3583.7,80.1852,119.993,84.2233,95.9011,99.89,65.688,173.169
8/16/2017,58.2594,225.625,583.444,43.8873,3583.7,80.321,120.355,84.6774,96.2512,100.063,65.688,173.415
8/17/2017,57.1347,222.2,575.775,43.4011,3535.44,79.0822,118.957,83.561,94.7852,98.5141,64.6831,170.351
8/18/2017,56.9098,221.629,575.578,43.3039,3535.44,78.9464,118.906,83.2015,94.7414,98.3406,64.6096,170.106
8/19/2017,56.9098,221.629,575.578,43.3039,3535.44,78.9464,118.906,83.2015,94.7414,98.3406,64.6096,170.106
8/20/2017,56.9098,221.629,575.578,43.3039,3535.44,78.9464,118.906,83.2015,94.7414,98.3406,64.6096,170.106
8/21/2017,57.1347,221.915,575.775,43.3363,3535.44,79.0312,119.164,83.3339,94.7633,98.4563,64.6096,170.106
8/22/2017,57.6971,223.912,581.281,43.8873,3565.6,79.8119,120.044,83.9773,96.0105,99.4391,65.1488,171.576
8/23/2017,57.3596,223.199,579.511,43.6928,3559.57,79.5573,119.734,83.2393,95.6823,99.1038,64.9772,170.964
8/24/2017,57.2472,222.771,579.314,43.6928,3553.54,79.3876,119.371,83.1069,95.3541,98.9072,64.9282,170.228
8/25/2017,57.4721,223.342,579.314,43.6928,3565.6,79.5234,119.63,83.2204,95.2228,99.0807,65.0753,170.596
8/26/2017,57.4721,223.342,579.314,43.6928,3565.6,79.5234,119.63,83.2204,95.2228,99.0807,65.0753,170.596
8/27/2017,57.4721,223.342,579.314,43.6928,3565.6,79.5234,119.63,83.2204,95.2228,99.0807,65.0753,170.596
8/28/2017,57.5846,223.484,579.118,43.7253,3559.57,79.5743,119.578,83.2772,95.4416,99.1269,65.0753,170.596
8/29/2017,57.5846,223.627,580.101,43.7253,3565.6,79.6422,119.682,83.4475,95.5291,99.231,65.0753,170.596
8/30/2017,57.922,225.054,584.23,44.0818,3583.7,80.0325,119.993,83.5232,95.9667,99.7166,65.2959,171.454
8/31/2017,58.3719,226.909,588.557,44.4383,3607.83,80.4907,120.458,84.1287,96.7106,100.283,65.6145,172.557
9/1/2017,58.4843,227.195,589.737,44.4708,3613.87,80.6604,120.614,83.9584,96.8638,100.491,65.7861,173.047
9/2/2017,58.4843,227.195,589.737,44.4708,3613.87,80.6604,120.614,83.9584,96.8638,100.491,65.7861,173.047
9/3/2017,58.4843,227.195,589.737,44.4708,3613.87,80.6604,120.614,83.9584,96.8638,100.491,65.7861,173.047
9/4/2017,58.4843,227.195,589.737,44.4708,3613.87,80.6604,120.614,83.9584,96.8638,100.491,65.7861,173.047
9/5/2017,58.0345,225.768,586.394,44.179,3589.74,80.0495,119.941,83.5232,96.47,99.7397,65.2223,171.454
9/6/2017,58.2594,226.196,589.147,44.2763,3601.8,80.304,120.096,83.6367,96.7763,100.052,65.5165,172.066
9/7/2017,58.0345,226.767,590.916,44.5032,3601.8,80.304,119.941,84.1854,96.8419,100.052,65.492,172.312
9/8/2017,57.922,226.909,590.13,44.3411,3601.8,80.1852,119.941,84.0908,96.8419,99.9016,65.4429,172.802
9/9/2017,57.922,226.909,590.13,44.3411,3601.8,80.1852,119.941,84.0908,96.8419,99.9016,65.4429,172.802
9/10/2017,57.922,226.909,590.13,44.3411,3601.8,80.1852,119.941,84.0908,96.8419,99.9016,65.4429,172.802
9/11/2017,58.4843,229.621,597.209,44.7301,3644.03,81.0677,121.131,84.9045,97.6953,100.989,66.2028,175.008
9/12/2017,58.8218,230.62,599.962,44.7949,3674.2,81.3392,121.287,84.8856,97.9141,101.335,66.5459,176.111
9/13/2017,58.9342,230.763,600.945,44.7949,3680.23,81.4071,121.287,84.6396,97.5859,101.416,66.5459,176.356
9/14/2017,58.4843,229.906,600.945,44.6652,3680.23,81.3392,121.39,84.8477,97.1701,101.335,66.5459,176.233
9/15/2017,58.5968,230.334,601.339,44.8597,3686.27,81.492,121.753,84.6207,97.0607,101.532,66.7175,176.111
9/16/2017,58.5968,230.334,601.339,44.8597,3686.27,81.492,121.753,84.6207,97.0607,101.532,66.7175,176.111
9/17/2017,58.5968,230.334,601.339,44.8597,3686.27,81.492,121.753,84.6207,97.0607,101.532,66.7175,176.111
9/18/2017,58.5968,230.763,603.108,44.8921,3698.33,81.6108,122.011,84.6396,96.9295,101.682,66.8645,176.724
9/19/2017,58.7093,230.334,603.305,44.8273,3698.33,81.7126,122.322,84.526,96.8857,101.798,66.9871,176.724
9/20/2017,58.8218,230.477,604.092,44.7949,3710.4,81.7635,122.374,84.526,96.8419,101.867,67.1341,176.601
9/21/2017,58.5968,229.621,603.108,44.6652,3704.37,81.5089,122.011,84.119,96.4262,101.555,67.0851,176.111
9/22/2017,58.9342,229.906,604.485,44.7301,3704.37,81.5599,121.908,84.157,96.5575,101.624,67.2077,176.478
9/23/2017,58.9342,229.906,604.485,44.7301,3704.37,81.5599,121.908,84.157,96.5575,101.624,67.2077,176.478
9/24/2017,58.9342,229.906,604.485,44.7301,3704.37,81.5599,121.908,84.157,96.5575,101.624,67.2077,176.478
9/25/2017,58.8218,229.335,601.339,44.4383,3704.37,81.3901,122.011,83.9674,96.0542,101.405,67.1832,175.866
9/26/2017,58.9342,229.621,601.142,44.4383,3704.37,81.3901,121.908,83.9863,96.2074,101.416,67.1341,175.743
9/27/2017,59.2716,230.763,605.271,44.6977,3728.5,81.7296,122.011,84.0242,96.9076,101.833,67.4038,176.724
9/28/2017,59.2716,231.476,605.665,44.8273,3728.5,81.8483,122.374,84.0242,96.6888,101.971,67.4595,177.459
9/29/2017,59.4966,232.332,607.631,45.0542,3734.53,82.1538,122.659,84.2138,97.4327,102.353,67.681,178.072
9/30/2017,59.4966,232.332,607.631,45.0542,3734.53,82.1538,122.659,84.2138,97.4327,102.353,67.681,178.072
10/1/2017,59.4966,232.332,607.631,45.0542,3734.53,82.1538,122.659,84.2138,97.4327,102.353,67.681,178.072
10/2/2017,59.6091,233.474,609.794,45.2487,3758.66,82.4593,123.074,84.612,97.8047,102.746,67.9762,179.052
10/3/2017,59.834,234.045,610.777,45.3459,3770.73,82.646,123.489,84.6499,97.7171,102.977,68.0746,179.542
10/4/2017,59.834,234.473,612.744,45.4431,3770.73,82.7478,123.645,85.0101,97.8265,103.116,68.1484,179.42
10/5/2017,60.0589,235.615,616.087,45.7349,3782.8,83.2399,124.112,85.4272,98.2204,103.717,68.5174,180.645
10/6/2017,59.834,235.757,616.873,45.7997,3776.76,83.172,124.008,85.4651,98.0235,103.638,68.3944,180.155
10/7/2017,59.834,235.757,616.873,45.7997,3776.76,83.172,124.008,85.4651,98.0235,103.638,68.3944,180.155
10/8/2017,59.834,235.757,616.873,45.7997,3776.76,83.172,124.008,85.4651,98.0235,103.638,68.3944,180.155
10/9/2017,59.6091,235.329,615.89,45.5404,3764.7,83.0193,123.904,85.2186,97.6734,103.452,68.1976,179.297
10/10/2017,59.7215,235.472,616.48,45.5404,3776.76,83.223,124.216,85.1997,98.0016,103.696,68.4928,179.91
10/11/2017,59.7215,235.757,617.66,45.67,3776.76,83.3587,124.579,85.4461,98.1547,103.882,68.542,180.4
10/12/2017,59.4966,235.615,616.873,45.7997,3758.66,83.2399,124.371,85.7495,98.1766,103.719,68.419,180.4
10/13/2017,59.4966,236.043,617.267,45.9294,3758.66,83.3078,124.527,85.977,98.0672,103.8,68.4682,180.278
10/14/2017,59.4966,236.043,617.267,45.9294,3758.66,83.3078,124.527,85.977,98.0672,103.8,68.4682,180.278
10/15/2017,59.4966,236.043,617.267,45.9294,3758.66,83.3078,124.527,85.977,98.0672,103.8,68.4682,180.278
10/16/2017,59.6091,236.328,618.053,45.9294,3764.7,83.4605,124.786,86.0149,98.0891,103.986,68.6159,180.033
10/17/2017,59.6091,236.186,618.25,45.9618,3764.7,83.5115,124.683,86.432,97.9578,104.056,68.6159,179.665
10/18/2017,59.6091,236.186,618.84,45.9618,3782.8,83.5793,124.683,86.5268,97.9141,104.137,68.7389,180.4
10/19/2017,59.7215,237.042,618.25,45.9618,3782.8,83.6133,124.786,86.5647,97.8047,104.184,68.9111,181.748
