as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
2023-09-06,116.473,66.8077,239.5,38.9732,158.513,135.207,130.48,199.834,196.516,165.861,121.842,97.5638,202.092,234.087,59.5706,116.921,5001.15,227.23,97.4335,501.344,1028.17,87.4183,6050.44,159.849,215.016,170.683,205.137,201.318,120.36,300.533,306.146,125.925,549.418,87.9857,86.3454,139.55,73.4108,34.2781,25.1863,69.1989,460.12,190.607,95.5159,43.0137,35.2736,89.6973,296.704,42.5406,74.5918,243.757
2023-09-05,116.843,66.923,239.783,39.0066,158.299,135.62,130.686,200.129,196.762,166.006,122.269,97.7349,202.857,234.329,59.5706,116.965,4995.9,227.543,97.7107,504.048,1031.01,87.6174,6060.3,160.981,216.636,171.557,206.521,202.73,120.924,301.128,306.694,126.152,550.94,88.0386,86.4527,139.982,73.564,34.351,25.2179,69.3382,460.771,190.817,95.7085,43.0625,35.348,89.8919,297.272,42.7146,74.5826,244.13
2023-09-04,118.84,67.7302,243.677,39.7073,161.516,137.626,131.946,204.22,198.846,167.889,124.093,99.2064,206.685,236.879,60.398,118.655,5079.95,230.555,98.8195,507.547,1037.55,88.3475,6129.28,161.642,218.486,172.149,207.303,203.572,121.826,304.554,308.613,126.855,553.259,88.4085,86.8817,140.857,73.9597,34.5391,25.3444,69.6863,463.375,191.865,96.2436,43.2687,35.5402,90.3623,298.833,42.8895,75.3883,245.317
2023-09-03,118.84,67.7302,243.677,39.7073,161.516,137.626,131.946,204.22,198.846,167.889,124.093,99.2064,206.685,236.879,60.398,118.655,5079.95,230.555,98.8195,507.547,1037.55,88.3475,6129.28,161.642,218.486,172.149,207.303,203.572,121.826,304.554,308.613,126.855,553.259,88.4085,86.8817,140.857,73.9597,34.5391,25.3444,69.6863,463.375,191.865,96.2436,43.2687,35.5402,90.3623,298.833,42.8895,75.3883,245.317
2023-09-02,118.84,67.7302,243.677,39.7073,161.516,137.626,131.946,204.22,198.846,167.889,124.093,99.2064,206.685,236.879,60.398,118.655,5079.95,230.555,98.8195,507.547,1037.55,88.3475,6129.28,161.642,218.486,172.149,207.303,203.572,121.826,304.554,308.613,126.855,553.259,88.4085,86.8817,140.857,73.9597,34.5391,25.3444,69.6863,463.375,191.865,96.2436,43.2687,35.5402,90.3623,298.833,42.8895,75.3883,245.317
2023-09-01,118.84,67.7302,243.677,39.7073,161.516,137.626,131.946,204.22,198.846,167.889,124.093,99.2064,206.685,236.879,60.398,118.655,5079.95,230.555,98.8195,507.547,1037.55,88.3475,6129.28,161.642,218.486,172.149,207.303,203.572,121.826,304.554,308.613,126.855,553.259,88.4085,86.8817,140.857,73.9597,34.5391,25.3444,69.6863,463.375,191.865,96.2436,43.2687,35.5402,90.3623,298.833,42.8895,75.3883,245.317
2023-08-31,117.878,67.2305,242.615,39.5738,159.586,136.8,130.869,202.997,197.129,165.832,122.848,98.5562,206.028,234.815,59.9252,117.721,5048.43,228.924,98.6809,505.002,1035.56,88.2812,6089.86,161.359,218.332,171.557,206.551,203.197,121.413,303.064,310.257,127.433,552.935,88.7784,87.3108,141.236,74.3285,34.6779,25.4394,69.9647,465.432,192.704,96.6075,43.4639,35.6808,90.8652,300.252,43.0462,76.2208,246.404
2023-08-30,118.396,67.3074,243.111,39.6572,159.371,136.505,130.801,203.545,197.129,164.616,122.627,98.7958,207.231,234.694,59.9252,118.077,5043.18,229.865,98.8195,504.366,1035.56,88.6794,6119.42,161.579,219.103,172.544,206.37,203.482,121.901,303.362,309.709,127.181,552.056,88.6727,87.2035,140.995,74.1531,34.6361,25.4077,69.8255,464.331,192.494,96.388,43.3556,35.6376,90.65,299.826,43.0403,75.9951,246.373
2023-08-29,118.1,66.9614,241.907,39.5905,157.87,136.151,129.838,202.322,195.045,163.312,121.962,98.4193,206.138,232.265,59.6888,117.765,4995.9,228.673,98.4037,502.298,1029.88,88.4139,6099.71,160.919,218.718,171.951,204.565,202.666,121.601,302.766,309.799,127.171,551.175,88.567,87.0963,140.981,74.2255,34.6708,25.4077,69.8394,464.631,192.494,96.3728,43.2996,35.6334,90.6403,299.684,43.0345,75.9859,245.937
2023-08-28,116.917,66.0773,238.934,39.2068,155.296,134.616,127.936,199.665,191.858,159.807,119.95,97.1874,203.841,228.502,59.0979,116.521,4906.59,226.1,96.6019,494.822,1012.81,87.551,6050.44,158.622,216.636,169.752,200.806,199.763,120.398,299.639,307.887,126.443,548.703,88.0914,86.6672,139.857,73.7336,34.4377,25.2495,69.4232,461.778,191.446,95.8176,43.0865,35.4338,90.2208,297.956,42.6685,75.4355,244.692
2023-08-27,116.03,65.5776,237.093,38.9732,154.009,133.613,127.294,198.358,190.509,158.678,119.046,96.503,201.764,227.045,58.7433,115.587,4885.58,223.936,95.7703,490.369,1005.98,87.0864,6020.88,157.647,215.864,168.991,199.602,198.52,119.721,297.852,307.067,126.192,547.827,87.9329,86.4527,139.622,73.4836,34.3194,25.1863,69.2845,460.572,191.026,95.6025,42.9786,35.3515,89.8824,297.39,42.6628,75.2639,244.256
2023-08-26,116.03,65.5776,237.093,38.9732,154.009,133.613,127.294,198.358,190.509,158.678,119.046,96.503,201.764,227.045,58.7433,115.587,4885.58,223.936,95.7703,490.369,1005.98,87.0864,6020.88,157.647,215.864,168.991,199.602,198.52,119.721,297.852,307.067,126.192,547.827,87.9329,86.4527,139.622,73.4836,34.3194,25.1863,69.2845,460.572,191.026,95.6025,42.9786,35.3515,89.8824,297.39,42.6628,75.2639,244.256
2023-08-25,116.03,65.5776,237.093,38.9732,154.009,133.613,127.294,198.358,190.509,158.678,119.046,96.503,201.764,227.045,58.7433,115.587,4885.58,223.936,95.7703,490.369,1005.98,87.0864,6020.88,157.647,215.864,168.991,199.602,198.52,119.721,297.852,307.067,126.192,547.827,87.9329,86.4527,139.622,73.4836,34.3194,25.1863,69.2845,460.572,191.026,95.6025,42.9786,35.3515,89.8824,297.39,42.6628,75.2639,244.256
2023-08-24,115.734,65.2317,236.668,38.7897,153.794,132.964,126.195,197.346,189.774,157.896,118.466,96.0239,201.326,226.073,58.5069,115.142,4854.06,222.587,95.0774,488.301,1000.01,86.3562,6001.17,156.578,214.476,167.187,198.068,197.172,119.157,295.916,307.067,126.142,546.813,87.9329,86.4527,139.567,73.4584,34.3085,25.2179,69.2845,460.521,190.817,95.5708,43.02,35.3394,89.8719,297.248,42.6454,75.0738,244.164
2023-08-23,116.547,65.8851,238.863,39.0066,156.583,134.38,128.601,198.738,192.961,161.69,120.12,97.1874,203.513,229.837,59.0979,115.943,4943.36,225.128,96.4633,494.504,1017.93,87.3519,6050.44,158.685,216.481,168.822,201.858,199.854,120.435,298.597,308.16,126.445,548.33,88.1443,86.6227,139.996,73.6916,34.4196,25.2812,69.4232,461.522,191.191,95.832,43.0687,35.4136,90.0661,297.814,42.8197,75.281,244.539
2023-08-22,115.586,65.2701,237.305,38.6562,155.081,133.2,126.813,196.503,190.632,159.634,118.688,96.2634,201.982,227.045,58.6251,114.876,4885.58,223.026,95.216,488.142,1005.13,86.5554,6001.17,156.955,214.939,167.215,199.001,197.639,119.421,295.916,304.882,125.323,545.056,87.4044,85.8741,138.657,73.0391,34.0721,25.0913,68.7991,457.267,189.519,95.0048,42.7509,35.0967,89.1348,295.125,42.2736,73.8646,242.078
2023-08-21,116.177,65.4623,238.155,38.8731,154.867,133.259,126.744,196.629,190.509,160.271,119.114,96.5714,202.966,226.923,58.3887,115.187,4880.32,223.653,95.4931,489.733,1005.13,86.6881,6020.88,157.396,215.71,167.441,199.001,198.183,119.759,297.405,304.608,125.15,544.967,87.2459,85.6602,138.648,73.0297,34.0303,25.0597,68.7297,456.867,189.31,94.9258,42.7473,35.0535,88.9202,294.7,42.2678,73.3682,241.642
2023-08-20,116.251,65.3854,238.438,38.9231,154.223,133.141,125.828,196.798,189.406,159.807,118.927,96.2976,203.732,225.83,58.0341,115.365,4864.56,222.743,95.216,487.029,998.305,86.4226,6011.03,156.326,215.324,167.469,197.286,196.835,119.383,296.958,306.248,125.769,544.879,87.6687,86.088,139.3,73.3436,34.2179,25.1546,69.0765,459.168,190.146,95.3911,42.9007,35.245,89.2993,296.116,42.4418,74.0084,242.827
2023-08-19,116.251,65.3854,238.438,38.9231,154.223,133.141,125.828,196.798,189.406,159.807,118.927,96.2976,203.732,225.83,58.0341,115.365,4864.56,222.743,95.216,487.029,998.305,86.4226,6011.03,156.326,215.324,167.469,197.286,196.835,119.383,296.958,306.248,125.769,544.879,87.6687,86.088,139.3,73.3436,34.2179,25.1546,69.0765,459.168,190.146,95.3911,42.9007,35.245,89.2993,296.116,42.4418,74.0084,242.827
2023-08-18,116.251,65.3854,238.438,38.9231,154.223,133.141,125.828,196.798,189.406,159.807,118.927,96.2976,203.732,225.83,58.0341,115.365,4864.56,222.743,95.216,487.029,998.305,86.4226,6011.03,156.326,215.324,167.469,197.286,196.835,119.383,296.958,306.248,125.769,544.879,87.6687,86.088,139.3,73.3436,34.2179,25.1546,69.0765,459.168,190.146,95.3911,42.9007,35.245,89.2993,296.116,42.4418,74.0084,242.827
2023-08-17,116.03,65.1932,238.155,38.8064,153.365,132.61,125.347,195.744,188.793,159.431,118.347,96.1265,202.966,224.98,57.7977,114.787,4827.79,222.398,95.216,486.392,997.452,86.4226,5991.32,156.326,214.939,167.581,197.226,196.848,119.421,296.512,305.701,125.481,545.444,87.4573,85.8741,139.038,73.2385,34.1302,25.123,68.9378,458.418,189.728,95.2225,42.7851,35.1548,89.1881,295.691,42.4244,73.818,242.33
2023-08-16,117.065,65.9236,240.066,39.14,156.154,133.731,127.088,198.19,192.103,160.792,119.83,97.1874,205.591,228.866,58.3887,115.809,4927.6,225.41,95.7703,491.482,1009.97,87.1527,6030.73,157.522,215.864,168.878,199.392,198.338,119.646,298.299,306.248,125.713,546.958,87.6158,86.088,139.253,73.3108,34.1644,25.1863,69.0765,459.068,190.146,95.3476,42.8863,35.1899,89.3827,296.257,42.4184,74.0793,243.11
2023-08-15,117.804,66.4617,241.695,39.3069,158.084,134.557,128.165,200.003,193.452,162.27,121.075,97.9402,206.794,230.566,59.0979,116.521,4974.88,227.167,96.7405,494.981,1018.21,87.6174,6080.01,158.685,216.944,169.527,200.505,199.815,120.21,300.533,307.34,126.017,548.467,87.8272,86.3019,139.684,73.4637,34.2752,25.2495,69.2845,460.419,190.564,95.609,42.9875,35.3032,89.6791,297.107,42.5919,74.6113,243.889
2023-08-14,119.209,67.2689,245.376,39.7907,158.942,135.797,129.563,202.069,195.658,165.543,122.678,99.0011,209.419,233.115,59.6888,118.299,5022.16,229.896,97.7107,500.23,1028.45,88.613,6148.98,160.541,219.335,171.218,202.279,202.121,121.713,303.511,308.16,126.244,549.986,88.0914,86.5158,140.12,73.6164,34.3861,25.2812,69.4232,461.771,191.191,95.8022,43.0887,35.3775,89.9757,297.814,42.7664,75.035,244.669
2023-08-13,119.431,67.1536,245.447,39.8241,158.084,136.033,128.692,202.069,194.555,164.037,122.541,98.8984,209.528,231.78,59.4524,118.388,4980.14,229.3,96.7405,496.413,1021.91,88.082,6139.13,159.598,219.181,170.401,199.933,200.955,121.526,304.256,308.433,126.467,550.704,88.1971,86.6227,140.327,73.7692,34.4206,25.3128,69.562,462.319,191.4,95.8594,43.1375,35.4517,90.0469,298.097,42.7602,75.0258,244.638
2023-08-12,119.431,67.1536,245.447,39.8241,158.084,136.033,128.692,202.069,194.555,164.037,122.541,98.8984,209.528,231.78,59.4524,118.388,4980.14,229.3,96.7405,496.413,1021.91,88.082,6139.13,159.598,219.181,170.401,199.933,200.955,121.526,304.256,308.433,126.467,550.704,88.1971,86.6227,140.327,73.7692,34.4206,25.3128,69.562,462.319,191.4,95.8594,43.1375,35.4517,90.0469,298.097,42.7602,75.0258,244.638
2023-08-11,119.431,67.1536,245.447,39.8241,158.084,136.033,128.692,202.069,194.555,164.037,122.541,98.8984,209.528,231.78,59.4524,118.388,4980.14,229.3,96.7405,496.413,1021.91,88.082,6139.13,159.598,219.181,170.401,199.933,200.955,121.526,304.256,308.433,126.467,550.704,88.1971,86.6227,140.327,73.7692,34.4206,25.3128,69.562,462.319,191.4,95.8594,43.1375,35.4517,90.0469,298.097,42.7602,75.0258,244.638
2023-08-10,119.579,67.1536,245.942,39.6572,157.87,135.915,128.899,201.437,195.168,164.935,122.661,99.0695,209.2,232.387,59.5706,118.388,4974.88,230.336,97.0177,497.844,1027.03,88.2148,6129.28,159.755,218.718,170.514,200.715,201.137,121.3,304.107,309.799,126.821,551.272,88.567,86.8366,140.948,74.1465,34.5616,25.4077,69.77,463.671,192.026,96.2356,43.2838,35.5961,90.2416,299.23,42.9233,75.2687,245.356
2023-08-09,119.949,67.192,246.509,39.774,157.87,136.151,128.921,201.605,194.923,165.369,122.865,99.2748,209.09,232.144,59.4524,118.61,4969.63,230.587,96.8791,497.526,1024.47,88.2148,6119.42,159.692,219.026,170.288,199.903,201.059,121.225,304.851,311.985,127.521,552.79,88.9898,87.2644,141.6,74.5414,34.7869,25.5343,70.1168,466.424,193.071,96.7011,43.4896,35.7877,90.7424,300.787,43.0974,76.0713,246.541
2023-08-08,119.949,67.2689,247.712,39.8908,158.728,136.741,129.678,202.406,196.394,168.179,123.991,99.6513,208.872,233.965,59.5706,118.832,4953.87,231.528,97.1563,500.866,1032.72,88.5467,6148.98,160.824,219.489,170.824,201.768,202.471,121.601,307.085,311.438,127.349,552.711,88.8312,87.1574,141.584,74.4527,34.7445,25.471,69.9781,466.024,192.653,96.6224,43.4337,35.7445,90.6298,300.362,43.0915,75.7915,246.51
2023-08-07,120.614,67.6918,249.482,40.0243,160.658,137.626,131.03,203.756,199.459,168.816,125.133,100.575,210.403,237.486,60.0434,119.544,5032.67,232.939,97.5721,503.093,1039.83,89.3432,6168.69,161.485,220.415,171.754,203.934,203.326,122.165,308.723,310.345,126.862,552.62,88.6727,86.9436,141.115,74.2833,34.6259,25.4077,69.77,464.573,192.026,96.3396,43.3254,35.6232,90.3126,299.371,42.9056,75.2952,245.67
2023-08-06,119.579,67.2689,247.217,39.7407,159.8,136.8,130.319,201.774,198.478,166.644,124.673,99.6171,209.09,236.151,60.1616,118.521,5011.66,231.402,96.4633,499.435,1029.31,88.5467,6099.71,160.038,218.486,169.865,202.4,201.5,121.225,306.341,310.619,127.085,552.543,88.6727,87.0505,141.323,74.2723,34.6603,25.4077,69.8394,464.774,192.444,96.4649,43.3219,35.6974,90.4864,299.796,43.0799,75.773,246.044
2023-08-05,119.579,67.2689,247.217,39.7407,159.8,136.8,130.319,201.774,198.478,166.644,124.673,99.6171,209.09,236.151,60.1616,118.521,5011.66,231.402,96.4633,499.435,1029.31,88.5467,6099.71,160.038,218.486,169.865,202.4,201.5,121.225,306.341,310.619,127.085,552.543,88.6727,87.0505,141.323,74.2723,34.6603,25.4077,69.8394,464.774,192.444,96.4649,43.3219,35.6974,90.4864,299.796,43.0799,75.773,246.044
2023-08-04,119.579,67.2689,247.217,39.7407,159.8,136.8,130.319,201.774,198.478,166.644,124.673,99.6171,209.09,236.151,60.1616,118.521,5011.66,231.402,96.4633,499.435,1029.31,88.5467,6099.71,160.038,218.486,169.865,202.4,201.5,121.225,306.341,310.619,127.085,552.543,88.6727,87.0505,141.323,74.2723,34.6603,25.4077,69.8394,464.774,192.444,96.4649,43.3219,35.6974,90.4864,299.796,43.0799,75.773,246.044
2023-08-03,119.727,67.538,248.562,39.8574,160.444,137.449,131.465,202.575,198.11,165.224,124.963,99.9593,208.106,235.786,60.398,119.01,5001.15,232.406,97.1563,499.912,1031.01,88.4139,6109.57,160.887,219.566,171.077,202.881,202.562,121.789,307.234,307.614,126.091,549.913,87.9329,86.4088,139.948,73.6036,34.3431,25.2179,69.2845,461.22,190.773,95.618,42.997,35.3726,89.76,297.248,42.7014,74.771,243.927
2023-08-02,120.319,67.9224,249.695,40.1077,161.087,138.984,131.442,203.081,199.459,164.326,125.321,100.028,208.434,237.365,60.5162,119.41,5011.66,232.939,96.7405,501.185,1032.72,88.8785,6129.28,161.296,219.72,171.303,203.001,203.067,122.165,309.468,310.072,127.029,551.425,88.5142,86.9436,140.821,74.1538,34.607,25.3761,69.77,464.324,192.235,96.2199,43.2552,35.6033,90.4661,299.371,42.8759,76.0066,245.922
2023-08-01,121.132,68.7681,253.447,40.2912,163.447,140.341,133.825,204.979,203.627,169.424,127.554,101.465,209.637,242.221,61.3436,120.299,5142.99,236.39,97.7107,509.774,1050.64,90.2725,6168.69,163.561,221.726,172.938,207.694,205.917,123.631,313.191,311.165,127.412,554.53,88.7255,87.2644,141.249,74.3067,34.7178,25.4394,69.9781,466.026,192.862,96.4813,43.3563,35.7167,90.8638,300.504,43.0502,76.8092,247.107
2023-07-31,121.65,68.9987,254.367,40.2912,164.09,140.105,134.329,205.021,203.627,171.684,128.066,101.636,209.419,242.221,61.58,120.344,5158.75,236.328,97.9879,511.046,1053.2,90.4716,6188.4,164.001,222.034,173.333,208.476,206.462,124.044,313.042,313.351,128.114,556.845,89.2011,87.7991,142.123,74.7005,34.9435,25.5659,70.3248,468.779,194.116,96.9458,43.5621,35.9083,91.4676,302.202,43.4046,77.7742,248.696
2023-07-30,121.428,68.6143,253.305,40.1911,163.018,139.928,133.963,204.557,202.891,169.164,126.821,101.431,208.434,241.493,61.4618,119.81,5116.72,235.575,97.8493,509.137,1052.06,90.6707,6158.84,163.749,222.034,173.587,208.416,206.151,123.706,312.149,312.804,127.94,555.022,89.1483,87.5852,141.88,74.6126,34.9017,25.5027,70.2555,467.933,193.698,96.7999,43.5515,35.8654,91.2333,301.919,43.2077,77.5314,248.199
2023-07-29,121.428,68.6143,253.305,40.1911,163.018,139.928,133.963,204.557,202.891,169.164,126.821,101.431,208.434,241.493,61.4618,119.81,5116.72,235.575,97.8493,509.137,1052.06,90.6707,6158.84,163.749,222.034,173.587,208.416,206.151,123.706,312.149,312.804,127.94,555.022,89.1483,87.5852,141.88,74.6126,34.9017,25.5027,70.2555,467.933,193.698,96.7999,43.5515,35.8654,91.2333,301.919,43.2077,77.5314,248.199
2023-07-28,121.428,68.6143,253.305,40.1911,163.018,139.928,133.963,204.557,202.891,169.164,126.821,101.431,208.434,241.493,61.4618,119.81,5116.72,235.575,97.8493,509.137,1052.06,90.6707,6158.84,163.749,222.034,173.587,208.416,206.151,123.706,312.149,312.804,127.94,555.022,89.1483,87.5852,141.88,74.6126,34.9017,25.5027,70.2555,467.933,193.698,96.7999,43.5515,35.8654,91.2333,301.919,43.2077,77.5314,248.199
2023-07-27,121.132,68.1915,251.606,40.0576,161.516,139.515,132.542,203.418,200.562,166.122,125.014,100.712,207.45,238.822,60.7526,119.544,5048.43,235.104,97.1563,506.274,1039.26,89.8078,6139.13,162.145,220.646,172.318,205.378,204.117,123.104,309.021,311.608,127.581,554.006,88.8312,87.3713,141.176,74.3474,34.7382,25.4394,70.0115,466.488,193.071,96.4965,43.4364,35.7365,90.9172,300.928,43.1906,77.1262,246.898
2023-07-26,122.685,68.8834,254.65,40.6082,162.374,140.872,133.367,206.117,203.259,167.889,126.634,102.047,208.762,241.978,61.6982,120.611,5116.72,236.485,98.8195,510.092,1046.66,90.4716,6148.98,163.183,221.957,173.671,207.694,205.425,123.969,312.447,314.605,128.516,554.723,89.4125,87.7991,142.487,74.9816,35.0394,25.5976,70.4953,469.93,194.534,97.2327,43.7984,36.0445,91.5187,303.149,43.3642,77.9797,248.481
2023-07-25,122.389,68.8449,253.588,40.5582,162.374,140.105,133.619,205.653,203.627,167.078,126.037,102.184,208.216,242.464,61.6982,120.611,5095.71,236.453,99.3739,509.296,1046.37,90.3388,6148.98,163.183,222.034,173.587,207.784,205.451,123.706,311.851,313.515,128.265,554.646,89.0955,87.6921,141.808,74.7325,34.9215,25.5343,70.288,468.833,194.116,96.9506,43.6384,35.9625,91.3046,302.443,43.3585,77.8626,248.047
2023-07-24,122.167,68.6912,253.093,40.5248,161.731,140.164,132.702,205.274,202.033,166.412,125.832,101.876,207.122,240.4,61.4618,120.433,5053.68,235.449,98.4037,507.229,1042.11,90.007,6158.84,162.743,222.574,172.713,206.28,204.868,123.405,311.702,314.06,128.332,555.363,89.3597,87.6921,142.237,74.8046,34.9559,25.5343,70.4262,469.133,194.116,97.0079,43.7915,35.9975,91.2944,302.867,43.3527,77.8533,248.017
2023-07-23,121.946,68.7296,253.093,40.5248,162.589,139.633,133.138,205.442,203.136,166.122,125.832,101.876,207.341,241.736,61.9346,120.166,5079.95,236.547,98.4037,504.366,1042.96,90.007,6148.98,162.082,221.494,172.374,206.009,204.052,122.879,310.808,314.332,128.554,555.287,89.4125,87.754,142.443,74.9572,35.0284,25.5659,70.4262,469.683,194.301,97.1331,43.7879,36.0716,91.3656,303.291,43.347,77.952,248.39
2023-07-22,121.946,68.7296,253.093,40.5248,162.589,139.633,133.138,205.442,203.136,166.122,125.832,101.876,207.341,241.736,61.9346,120.166,5079.95,236.547,98.4037,504.366,1042.96,90.007,6148.98,162.082,221.494,172.374,206.009,204.052,122.879,310.808,314.332,128.554,555.287,89.4125,87.754,142.443,74.9572,35.0284,25.5659,70.4262,469.683,194.301,97.1331,43.7879,36.0716,91.3656,303.291,43.347,77.952,248.39
2023-07-21,121.946,68.7296,253.093,40.5248,162.589,139.633,133.138,205.442,203.136,166.122,125.832,101.876,207.341,241.736,61.9346,120.166,5079.95,236.547,98.4037,504.366,1042.96,90.007,6148.98,162.082,221.494,172.374,206.009,204.052,122.879,310.808,314.332,128.554,555.287,89.4125,87.754,142.443,74.9572,35.0284,25.5659,70.4262,469.683,194.301,97.1331,43.7879,36.0716,91.3656,303.291,43.347,77.952,248.39
2023-07-20,121.724,68.6527,252.951,40.5748,163.018,139.043,132.794,205.485,202.646,166.557,126.088,102.047,207.45,241.007,61.58,120.211,5074.7,235.512,98.1265,503.411,1041.25,89.9406,6148.98,162.019,221.186,171.613,205.618,203.987,122.578,310.064,314.332,128.433,555.056,89.3597,87.6474,142.175,74.8527,34.9792,25.5343,70.4262,469.284,194.093,97.0334,43.7773,36.0207,91.2534,303.008,43.3298,77.8697,247.895
2023-07-19,121.428,69.114,252.88,40.5081,164.734,139.22,134.627,205.991,205.22,168.584,127.554,102.389,207.45,244.043,62.0527,120.388,5148.24,236.892,98.2651,507.388,1054.05,90.4716,6139.13,163.12,220.106,172.431,208.867,205.347,122.428,310.66,316.511,129.131,557.359,89.7824,88.1805,143.046,75.3264,35.204,25.6609,70.8409,472.028,195.342,97.633,44.0349,36.2508,91.7532,304.844,43.5032,78.6693,249.479
2023-07-18,121.058,68.9603,251.535,40.4414,165.377,138.807,134.65,205.4,205.711,169.366,127.026,102.149,206.466,244.65,62.0527,120.122,5158.75,236.422,98.2651,505.638,1053.2,90.0733,6119.42,162.743,219.72,172.403,209.137,204.868,122.127,309.17,315.149,128.722,556.488,89.5711,87.8606,142.59,75.1577,35.086,25.5976,70.5644,470.581,194.509,97.3512,43.9269,36.1298,91.437,303.855,43.3181,77.9053,248.238
2023-07-17,120.245,68.6143,249.695,40.1911,163.661,137.862,133.917,204.093,204.853,165.775,125.662,101.533,204.826,243.8,61.4618,119.277,5137.74,234.634,97.5721,501.026,1044.67,89.9406,6080.01,161.579,218.564,171.557,208.145,203.417,121.112,305.894,314.877,128.475,554.821,89.4654,87.6474,142.577,75.0692,35.0442,25.5659,70.4262,469.833,194.301,97.2049,43.8711,36.0869,91.2229,303.291,43.3124,77.6264,247.804
2023-07-16,119.579,68.1915,249.128,40.091,161.516,137.449,132.977,202.449,203.627,164.181,124.468,101.26,204.169,242.343,60.398,118.832,5090.46,232.406,96.7405,499.276,1040.11,89.6751,6050.44,160.95,218.718,171.303,206.731,202.64,121.037,305.149,314.332,128.379,555.538,89.3597,87.754,142.341,74.9799,35.0023,25.5343,70.4262,469.683,194.093,97.1265,43.8153,36.044,91.2936,303.149,43.3067,77.7251,247.774
2023-07-15,119.579,68.1915,249.128,40.091,161.516,137.449,132.977,202.449,203.627,164.181,124.468,101.26,204.169,242.343,60.398,118.832,5090.46,232.406,96.7405,499.276,1040.11,89.6751,6050.44,160.95,218.718,171.303,206.731,202.64,121.037,305.149,314.332,128.379,555.538,89.3597,87.754,142.341,74.9799,35.0023,25.5343,70.4262,469.683,194.093,97.1265,43.8153,36.044,91.2936,303.149,43.3067,77.7251,247.774
2023-07-14,119.579,68.1915,249.128,40.091,161.516,137.449,132.977,202.449,203.627,164.181,124.468,101.26,204.169,242.343,60.398,118.832,5090.46,232.406,96.7405,499.276,1040.11,89.6751,6050.44,160.95,218.718,171.303,206.731,202.64,121.037,305.149,314.332,128.379,555.538,89.3597,87.754,142.341,74.9799,35.0023,25.5343,70.4262,469.683,194.093,97.1265,43.8153,36.044,91.2936,303.149,43.3067,77.7251,247.774
2023-07-13,120.762,68.6143,250.686,40.3079,162.589,138.689,133.505,202.955,204.117,167.889,125.679,101.705,205.81,242.95,60.2798,119.499,5127.23,233.724,96.6019,499.912,1039.26,89.4759,6070.15,161.139,219.258,170.147,206.039,202.834,121.3,306.639,315.694,128.811,556.103,89.6768,88.0739,142.957,75.3575,35.1432,25.6292,70.7027,471.379,194.926,97.5698,43.9616,36.2272,91.6915,304.138,43.469,78.0208,248.893
