as_of,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
7/15/2014,278.386,107.581,426.581,80.6664,72.8301,107.658,66.6422,30.8399,22.7477,61.4444,411.711,175.082,84.154,41.4518,32.4609,75.2986,266.368,36.4671,21.8707,202.803
7/16/2014,278.594,107.595,426.633,80.7727,72.8301,107.658,66.587,30.8421,22.7477,61.4911,412.007,175.082,84.2065,41.4536,32.4632,75.3047,266.649,36.5952,21.9053,202.824
7/17/2014,278.594,107.779,425.154,80.9852,72.981,107.658,66.7345,30.9028,22.7926,61.4444,412.556,175.24,84.4166,41.5427,32.5557,75.4575,266.743,36.5998,22.0038,203.673
7/18/2014,278.594,107.747,425.819,80.8789,72.9056,107.658,66.6859,30.9091,22.7926,61.5378,412.093,174.923,84.3641,41.5483,32.5326,75.3903,266.836,36.6136,21.9787,203.185
7/19/2014,278.594,107.747,425.819,80.8789,72.9056,107.658,66.6859,30.9091,22.7926,61.5378,412.093,174.923,84.3641,41.5483,32.5326,75.3903,266.836,36.6136,21.9787,203.185
7/20/2014,278.594,107.747,425.819,80.8789,72.9056,107.658,66.6859,30.9091,22.7926,61.5378,412.093,174.923,84.3641,41.5483,32.5326,75.3903,266.836,36.6136,21.9787,203.185
7/21/2014,278.594,107.815,425.361,80.9852,72.9056,107.658,66.6908,30.9112,22.8151,61.5378,412.475,174.923,84.3641,41.5503,32.5349,75.4819,266.93,36.6183,22.0132,203.206
7/22/2014,279.01,107.826,425.922,80.9852,72.981,107.658,66.6956,30.9426,22.8376,61.5845,412.771,175.082,84.4691,41.5522,32.5349,75.4881,267.117,36.6226,22.0478,203.503
7/23/2014,279.01,107.951,426.491,80.9852,72.981,107.658,66.7005,30.9446,22.8376,61.6312,412.813,175.24,84.4691,41.5977,32.5373,75.4942,267.211,36.6272,22.0503,203.524
7/24/2014,278.802,107.847,426.033,80.8789,72.8376,107.658,66.6426,30.8882,22.7926,61.4911,412.096,175.063,84.3115,41.5124,32.4795,75.3537,266.743,36.6318,21.9891,203.269
7/25/2014,279.173,108.053,426.192,80.9852,72.9891,107.658,66.721,30.9527,22.8376,61.4911,412.897,175.221,84.4691,41.6053,32.5466,75.5797,266.93,36.6456,22.0945,203.885
7/26/2014,279.173,108.053,426.192,80.9852,72.9891,107.658,66.721,30.9527,22.8376,61.4911,412.897,175.221,84.4691,41.6053,32.5466,75.5797,266.93,36.6456,22.0945,203.885
7/27/2014,279.173,108.053,426.192,80.9852,72.9891,107.658,66.721,30.9527,22.8376,61.4911,412.897,175.221,84.4691,41.6053,32.5466,75.5797,266.93,36.6456,22.0945,203.885
7/28/2014,278.964,107.94,425.734,80.8789,72.9891,107.658,66.6631,30.9253,22.8151,61.4519,412.77,175.063,84.4166,41.5635,32.5466,75.5248,266.823,36.6502,22.0649,203.63
7/29/2014,279.173,108.121,425.276,80.9852,72.9891,107.658,66.7308,30.9566,22.8376,61.2645,413.065,175.221,84.5742,41.5651,32.549,75.6043,266.917,36.6547,22.1318,203.927
7/30/2014,278.129,107.898,424.823,80.7727,72.6862,107.658,66.5476,30.8709,22.7477,61.0772,411.843,174.745,84.1752,41.4797,32.4612,75.3176,266.072,36.5358,21.9462,202.845
7/31/2014,277.502,107.789,421.964,80.7727,72.5348,120.611,66.4897,30.8728,22.7252,60.9367,411.379,174.428,84.1226,41.525,32.4717,75.1772,265.697,36.417,21.8845,202.59
8/1/2014,277.293,107.932,420.07,80.9852,72.5348,120.611,66.5062,30.9371,22.7477,60.9367,411.675,174.428,84.2279,41.6177,32.539,75.1834,265.791,36.4308,21.8596,202.654
8/2/2014,277.293,107.932,420.07,80.9852,72.5348,120.611,66.5062,30.9371,22.7477,60.9367,411.675,174.428,84.2279,41.6177,32.539,75.1834,265.791,36.4308,21.8596,202.654
8/3/2014,277.293,107.932,420.07,80.9852,72.5348,120.611,66.5062,30.9371,22.7477,60.9367,411.675,174.428,84.2279,41.6177,32.539,75.1834,265.791,36.4308,21.8596,202.654
8/4/2014,277.293,107.941,421.151,80.9852,72.5348,120.611,66.5739,30.939,22.7701,61.0303,411.55,174.587,84.2805,41.6195,32.5413,75.2023,265.979,36.4353,21.8621,202.398
8/5/2014,277.293,108.015,421.204,80.9852,72.6105,120.611,66.5788,30.9408,22.7701,60.8898,411.593,174.587,84.2805,41.6212,32.5437,75.2819,265.697,36.4399,21.8967,202.419
8/6/2014,277.085,108.023,420.746,80.8789,72.6105,108.875,66.5837,30.9427,22.7701,60.9367,411.636,174.587,84.2805,41.623,32.546,75.2143,265.603,36.4444,21.8671,202.441
8/7/2014,277.293,108.207,421.315,81.0915,72.8376,108.875,66.7138,30.9739,22.8151,60.9367,412.187,174.745,84.4911,41.7122,32.6085,75.3671,265.979,36.5728,21.966,203.015
8/8/2014,277.502,108.231,421.988,80.9852,72.7619,108.875,66.7292,30.9797,22.8376,60.9367,411.975,174.745,84.4911,41.6742,32.5855,75.3735,266.072,36.5862,21.9734,202.802
8/9/2014,277.502,108.231,421.988,80.9852,72.7619,108.875,66.7292,30.9797,22.8376,60.9367,411.975,174.745,84.4911,41.6742,32.5855,75.3735,266.072,36.5862,21.9734,202.802
8/10/2014,277.502,108.231,421.988,80.9852,72.7619,108.875,66.7292,30.9797,22.8376,60.9367,411.975,174.745,84.4911,41.6742,32.5855,75.3735,266.072,36.5862,21.9734,202.802
8/11/2014,277.711,108.181,423.071,81.0915,72.8376,108.875,66.6708,30.9816,22.8376,61.0772,412.104,175.063,84.4911,41.6761,32.5877,75.3927,266.166,36.5909,21.976,202.824
8/12/2014,277.92,108.19,423.133,81.0915,72.7619,108.875,66.6756,30.9543,22.8151,61.0303,411.892,175.063,84.3332,41.6343,32.59,75.3255,265.979,36.4716,21.9142,202.568
8/13/2014,278.546,108.312,424.218,81.1978,72.9891,108.875,66.8101,30.9855,22.8601,61.124,412.697,175.539,84.4384,41.6799,32.6525,75.4788,266.448,36.6,21.9829,203.143
8/14/2014,279.173,108.496,425.298,81.304,73.1405,108.875,66.8784,31.0167,22.905,61.2645,413.248,175.698,84.5964,41.7254,32.685,75.6321,266.917,36.7285,22.1139,203.718
8/15/2014,279.799,108.638,425.968,81.4103,73.2919,108.875,67.0184,31.0808,22.95,61.4051,414.052,176.174,84.9122,41.8185,32.7522,75.7856,267.48,36.7424,22.2819,204.612
8/16/2014,279.799,108.638,425.968,81.4103,73.2919,108.875,67.0184,31.0808,22.95,61.4051,414.052,176.174,84.9122,41.8185,32.7522,75.7856,267.48,36.7424,22.2819,204.612
8/17/2014,279.799,108.638,425.968,81.4103,73.2919,108.875,67.0184,31.0808,22.95,61.4051,414.052,176.174,84.9122,41.8185,32.7522,75.7856,267.48,36.7424,22.2819,204.612
8/18/2014,279.59,108.594,427.051,81.304,73.2162,108.875,66.9608,31.0242,22.905,61.4051,413.672,176.015,84.7017,41.7329,32.6943,75.6574,267.293,36.7469,22.1558,204.079
8/19/2014,279.59,108.6,427.619,81.304,73.2162,108.875,66.9659,30.9968,22.8825,61.3114,413.968,176.015,84.649,41.7348,32.6966,75.5901,267.105,36.6277,22.1262,204.101
8/20/2014,279.59,108.492,427.668,81.304,73.1405,108.875,66.9081,30.9986,22.8825,61.2645,413.502,175.856,84.5964,41.6494,32.6689,75.5963,266.917,36.6323,22.1287,203.845
8/21/2014,279.799,108.617,428.234,81.4103,73.2162,108.875,66.976,31.0299,22.905,61.3582,414.052,176.015,84.649,41.695,32.7013,75.7493,267.199,36.7609,22.2277,204.143
8/22/2014,279.799,108.702,428.389,81.4103,73.2919,108.875,66.9911,31.0357,22.9275,61.3114,414.348,176.155,84.7017,41.7007,32.7083,75.8288,267.199,36.7747,22.2945,204.484
8/23/2014,279.799,108.702,428.389,81.4103,73.2919,108.875,66.9911,31.0357,22.9275,61.3114,414.348,176.155,84.7017,41.7007,32.7083,75.8288,267.199,36.7747,22.2945,204.484
8/24/2014,279.799,108.702,428.389,81.4103,73.2919,108.875,66.9911,31.0357,22.9275,61.3114,414.348,176.155,84.7017,41.7007,32.7083,75.8288,267.199,36.7747,22.2945,204.484
8/25/2014,280.114,108.715,428.441,81.5166,73.3677,108.875,66.9962,31.0669,22.9275,61.3114,414.474,176.155,84.8069,41.7026,32.7407,75.9205,267.293,36.7794,22.3666,204.782
8/26/2014,280.324,108.78,429.006,81.5166,73.3677,108.875,67.0642,31.0689,22.9275,61.4051,414.77,176.314,84.8069,41.7478,32.743,75.9265,267.426,36.784,22.3368,204.803
8/27/2014,280.742,108.905,429.104,81.6229,73.4436,108.875,67.1373,31.1001,22.9725,61.5812,415.573,176.632,84.9649,41.7931,32.7755,76.079,267.802,36.9124,22.4422,205.378
8/28/2014,281.161,109.035,429.156,81.6229,73.5195,108.875,67.1436,31.1313,22.9949,61.6282,415.869,176.791,85.0845,41.8386,32.808,76.1585,268.084,36.917,22.5414,205.676
8/29/2014,281.161,109.121,429.312,81.7292,73.5955,122.321,67.1661,31.1369,22.9949,61.6282,415.998,176.632,85.0845,41.8434,32.8153,76.1764,268.178,36.9308,22.5189,205.739
8/30/2014,281.161,109.121,429.312,81.7292,73.5955,122.321,67.1661,31.1369,22.9949,61.6282,415.998,176.632,85.0845,41.8434,32.8153,76.1764,268.178,36.9308,22.5189,205.739
8/31/2014,281.161,109.121,429.312,81.7292,73.5955,122.321,67.1661,31.1369,22.9949,61.6282,415.998,176.632,85.0845,41.8434,32.8153,76.1764,268.178,36.9308,22.5189,205.739
9/1/2014,281.161,109.121,429.312,81.7292,73.5955,122.321,67.1661,31.1389,22.9949,61.6282,415.998,176.632,85.0845,41.8434,32.8153,76.1764,268.178,36.9308,22.5189,205.739
9/2/2014,280.742,108.836,429.367,81.7292,73.3677,122.321,67.045,31.0528,22.9275,61.4403,415.067,176.314,84.7153,41.7597,32.7273,75.8937,267.52,36.8112,22.2955,204.652
9/3/2014,280.742,108.853,428.901,81.6229,73.3677,108.94,67.0504,31.0841,22.95,61.4872,415.365,176.314,84.768,41.7616,32.76,75.8996,267.52,36.8159,22.3625,204.951
9/4/2014,280.324,108.685,428.447,81.7292,73.2158,108.94,66.9295,31.0274,22.905,61.4403,414.644,175.996,84.557,41.7197,32.7021,75.7581,267.144,36.6963,22.2359,204.14
9/5/2014,280.114,108.649,427.575,81.7292,73.1398,108.94,66.8821,31.004,22.8825,61.4403,414.688,175.996,84.5043,41.7254,32.7097,75.543,267.238,36.7105,22.1464,204.206
9/6/2014,280.114,108.649,427.575,81.7292,73.1398,108.94,66.8821,31.004,22.8825,61.4403,414.688,175.996,84.5043,41.7254,32.7097,75.543,267.238,36.7105,22.1464,204.206
9/7/2014,280.114,108.649,427.575,81.7292,73.1398,108.94,66.8821,31.004,22.8825,61.4403,414.688,175.996,84.5043,41.7254,32.7097,75.543,267.238,36.7105,22.1464,204.206
9/8/2014,280.114,108.676,427.629,81.7292,73.0639,108.94,66.8244,31.006,22.8825,61.2524,414.563,175.836,84.5043,41.6836,32.6819,75.5607,266.861,36.7153,22.181,203.951
9/9/2014,279.486,108.509,426.652,81.6229,72.9879,108.94,66.7667,30.9786,22.8376,61.1584,414.096,175.677,84.346,41.6418,32.6543,75.4929,266.579,36.5957,22.1189,203.695
9/10/2014,278.649,108.4,426.19,81.5166,72.836,108.94,66.6454,30.9513,22.7926,61.1115,413.376,175.2,84.1878,41.5999,32.5965,75.2777,266.203,36.6012,21.9942,203.162
9/11/2014,278.649,108.425,425.747,81.5166,72.6841,108.94,66.6508,30.9534,22.8151,60.9705,412.909,175.2,84.1878,41.6455,32.5688,75.3573,266.015,36.606,22.0289,202.629
9/12/2014,277.602,108.216,424.883,81.304,72.6081,108.94,66.4777,30.8712,22.7252,60.7826,412.188,174.563,83.8713,41.5637,32.5158,74.9949,265.356,36.3715,21.8121,202.139
9/13/2014,277.602,108.216,424.883,81.304,72.6081,108.94,66.4777,30.8712,22.7252,60.7826,412.188,174.563,83.8713,41.5637,32.5158,74.9949,265.356,36.3715,21.8121,202.139
9/14/2014,277.602,108.216,424.883,81.304,72.6081,108.94,66.4777,30.8712,22.7252,60.7826,412.188,174.563,83.8713,41.5637,32.5158,74.9949,265.356,36.3715,21.8121,202.139
9/15/2014,277.602,108.283,424.422,81.304,72.6081,108.94,66.4829,30.8732,22.7477,60.8296,412.318,174.563,83.9768,41.5656,32.5183,75.0127,265.45,36.3762,21.8145,202.161
9/16/2014,277.602,108.234,424.475,81.4103,72.6081,108.94,66.4883,30.8752,22.7477,60.9236,412.107,174.563,83.924,41.5673,32.5207,74.9449,265.639,36.3809,21.7847,201.906
9/17/2014,277.602,108.242,425.045,81.304,72.5322,108.94,66.4936,30.8773,22.7252,60.8296,411.896,174.563,83.8713,41.5254,32.4929,74.8772,265.356,36.3855,21.7872,201.65
9/18/2014,277.602,108.25,426.134,81.304,72.6081,108.94,66.4988,30.8499,22.7252,60.9236,412.194,174.404,83.8713,41.5273,32.4953,74.9569,265.45,36.3902,21.7899,201.95
9/19/2014,277.811,108.392,426.297,81.5166,72.76,108.94,66.6404,30.9146,22.7701,60.9236,413.002,174.882,84.0295,41.5765,32.563,75.1104,265.827,36.5288,21.9265,202.571
9/20/2014,277.811,108.392,426.297,81.5166,72.76,108.94,66.6404,30.9146,22.7701,60.9236,413.002,174.882,84.0295,41.5765,32.563,75.1104,265.827,36.5288,21.9265,202.571
9/21/2014,277.811,108.392,426.297,81.5166,72.76,108.94,66.6404,30.9146,22.7701,60.9236,413.002,174.882,84.0295,41.5765,32.563,75.1104,265.827,36.5288,21.9265,202.571
9/22/2014,278.021,108.516,425.32,81.5166,72.836,108.94,66.6457,30.946,22.7926,60.8766,413.133,174.882,84.135,41.6221,32.5932,75.1303,265.921,36.5336,21.9613,202.871
9/23/2014,277.811,108.583,424.342,81.6229,72.836,108.94,66.6509,30.9774,22.8151,60.8296,413.177,175.02,84.2405,41.6676,32.6257,75.2101,265.921,36.5383,21.996,202.893
9/24/2014,277.464,108.531,423.87,81.5166,72.6917,108.94,66.593,30.9501,22.7701,60.7826,412.711,174.701,84.0295,41.6257,32.5677,74.9952,265.639,36.4187,21.9013,202.36
9/25/2014,277.464,108.597,422.376,81.7292,72.6917,108.94,66.5982,31.0109,22.8151,60.6577,413.009,174.701,84.2577,41.6713,32.6303,75.075,265.548,36.5478,21.9686,202.937
9/26/2014,276.834,108.445,421.025,81.6229,72.5393,108.94,66.5568,30.9875,22.7926,60.5164,412.289,174.382,84.0992,41.6329,32.6073,74.9339,265.171,36.4378,21.9451,202.17
9/27/2014,276.834,108.445,421.025,81.6229,72.5393,108.94,66.5568,30.9875,22.7926,60.5164,412.289,174.382,84.0992,41.6329,32.6073,74.9339,265.171,36.4378,21.9451,202.17
9/28/2014,276.834,108.445,421.025,81.6229,72.5393,108.94,66.5568,30.9875,22.7926,60.5164,412.289,174.382,84.0992,41.6329,32.6073,74.9339,265.171,36.4378,21.9451,202.17
9/29/2014,276.414,108.512,420.08,81.7292,72.5393,108.94,66.5622,31.0188,22.8151,60.4693,412.42,174.382,84.2048,41.6782,32.6097,74.9524,265.077,36.4426,21.9798,202.192
9/30/2014,276.624,108.575,421.219,81.6229,72.5393,121.287,66.5675,30.9914,22.7926,60.3751,412.209,174.382,84.0992,41.6363,32.617,74.9586,264.794,36.4519,21.9506,202.236
10/1/2014,277.254,108.759,420.76,82.048,72.8441,109.588,66.8279,31.1108,22.8825,60.4222,413.784,175.02,84.5218,41.8131,32.7402,75.2604,265.36,36.5813,22.1475,203.371
10/2/2014,277.254,108.708,420.816,81.8354,72.7679,109.588,66.77,31.0833,22.8601,60.4693,413.315,175.02,84.3633,41.7711,32.682,75.193,265.266,36.4611,22.0528,202.835
10/3/2014,277.464,108.673,422.007,81.9417,72.8441,109.588,66.8487,31.0888,22.8601,60.328,413.868,175.18,84.4162,41.7324,32.7192,75.3471,265.171,36.4749,22.1899,203.178
10/4/2014,277.464,108.673,422.007,81.9417,72.8441,109.588,66.8487,31.0888,22.8601,60.328,413.868,175.18,84.4162,41.7324,32.7192,75.3471,265.171,36.4749,22.1899,203.178
10/5/2014,277.464,108.673,422.007,81.9417,72.8441,109.588,66.8487,31.0888,22.8601,60.328,413.868,175.18,84.4162,41.7324,32.7192,75.3471,265.171,36.4749,22.1899,203.178
10/6/2014,278.094,108.798,423.095,81.9417,72.9965,109.588,66.9168,31.12,22.8825,60.5635,414.248,175.499,84.5746,41.7779,32.7518,75.5142,265.548,36.6043,22.2252,203.478
10/7/2014,278.513,109.041,421.592,82.2606,73.1489,109.588,67.0482,31.1807,22.95,60.5635,415.312,175.818,84.8916,41.8671,32.8447,75.7423,265.831,36.7337,22.3572,204.335
10/8/2014,278.723,109.099,422.162,82.3669,73.2251,109.588,67.1164,31.212,22.9725,60.7048,415.609,175.818,84.8916,41.9126,32.8773,75.6011,266.302,36.7382,22.3273,204.357
10/9/2014,278.723,109.047,420.658,82.3669,73.0727,109.588,67.0579,31.2139,22.95,60.6106,415.14,175.818,84.8916,41.9581,32.8494,75.6076,266.114,36.7427,22.3298,204.099
10/10/2014,278.513,109.133,417.723,82.4731,73.1489,109.588,67.0096,31.2196,22.9275,60.4222,415.182,175.499,84.9444,41.9632,32.8865,75.5403,265.831,36.7563,22.3373,204.442
10/11/2014,278.513,109.133,417.723,82.4731,73.1489,109.588,67.0096,31.2196,22.9275,60.4222,415.182,175.499,84.9444,41.9632,32.8865,75.5403,265.831,36.7563,22.3373,204.442
10/12/2014,278.513,109.133,417.723,82.4731,73.1489,109.588,67.0096,31.2196,22.9275,60.4222,415.182,175.499,84.9444,41.9632,32.8865,75.5403,265.831,36.7563,22.3373,204.442
10/13/2014,279.143,109.258,416.736,82.4731,73.2251,109.588,67.2043,31.2508,22.95,60.5164,415.819,175.977,85.2085,42.0524,32.9493,75.7075,266.208,36.7607,22.4046,204.742
10/14/2014,279.143,109.325,416.268,82.792,73.2251,109.588,67.2092,31.3408,23.0174,60.4222,415.86,175.818,85.2614,42.0979,32.9516,75.7141,266.302,36.7652,22.472,204.763
10/15/2014,279.143,109.509,415.285,82.8982,73.1489,109.588,67.3406,31.4309,23.0849,60.5635,415.647,175.658,85.4727,42.2747,33.0143,75.6468,266.585,36.8946,22.5393,204.785
10/16/2014,278.723,109.34,415.853,82.6857,73.0727,109.588,67.2191,31.3151,23.0174,60.4222,415.178,175.499,85.2085,42.1886,32.9562,75.5795,266.02,36.7743,22.4123,204.249
10/17/2014,279.143,109.13,419.111,82.5794,73.2251,109.588,67.2971,31.2914,23.0399,60.4693,415.22,176.137,85.1557,42.1058,32.9329,75.6599,266.208,36.7878,22.4207,204.592
10/18/2014,279.143,109.13,419.111,82.5794,73.2251,109.588,67.2971,31.2914,23.0399,60.4693,415.22,176.137,85.1557,42.1058,32.9329,75.6599,266.208,36.7878,22.4207,204.592
10/19/2014,279.143,109.13,419.111,82.5794,73.2251,109.588,67.2971,31.2914,23.0399,60.4693,415.22,176.137,85.1557,42.1058,32.9329,75.6599,266.208,36.7878,22.4207,204.592
10/20/2014,279.563,109.197,420.197,82.792,73.3013,109.588,67.3652,31.3227,23.0624,60.5635,415.601,176.296,85.2085,42.1951,32.9654,75.7533,266.585,36.7926,22.4557,204.892
10/21/2014,279.563,109.209,423.354,82.6857,73.3775,109.588,67.37,31.2952,23.0849,60.7048,415.899,176.456,85.1557,42.153,32.9375,75.8338,266.68,36.7971,22.4259,204.913
10/22/2014,279.563,109.162,422.884,82.792,73.4537,109.588,67.3117,31.2677,23.0624,60.6106,415.941,176.456,85.1029,42.1109,32.9398,75.7664,266.491,36.8016,22.396,204.934
10/23/2014,279.353,109.172,423.969,82.6857,73.2251,109.588,67.2534,31.2109,23.0174,60.5635,415.472,176.296,84.8916,42.0688,32.8815,75.6253,266.208,36.6815,22.301,204.399
10/24/2014,279.326,109.095,424.627,82.6857,73.3058,109.588,67.268,31.2168,23.0174,60.6106,415.769,176.435,84.8916,42.074,32.9186,75.6318,266.397,36.82,22.3085,204.741
10/25/2014,279.326,109.095,424.627,82.6857,73.3058,109.588,67.268,31.2168,23.0174,60.6106,415.769,176.435,84.8916,42.074,32.9186,75.6318,266.397,36.82,22.3085,204.741
10/26/2014,279.326,109.095,424.627,82.6857,73.3058,109.588,67.268,31.2168,23.0174,60.6106,415.769,176.435,84.8916,42.074,32.9186,75.6318,266.397,36.82,22.3085,204.741
10/27/2014,279.326,109.057,424.155,82.6857,73.3058,109.588,67.3377,31.2187,23.0399,60.6473,415.895,176.435,84.9444,42.0757,32.9208,75.6514,266.491,36.8246,22.3435,204.763
10/28/2014,279.536,109.083,425.238,82.6857,73.2294,109.588,67.2794,31.1911,23.0174,60.789,415.681,176.595,84.8388,42.0331,32.8929,75.5102,266.657,36.7042,22.281,204.506
10/29/2014,279.326,108.974,424.766,82.5794,73.2294,109.588,67.1622,31.1636,22.9949,60.6946,415.467,176.275,84.7331,41.9904,32.8649,75.5906,266.374,36.7088,22.321,204.249
10/30/2014,279.746,109.051,425.319,82.6857,73.2294,109.588,67.2302,31.1655,22.9949,60.7418,415.508,176.435,84.7899,41.9924,32.8673,75.5975,266.374,36.7128,22.3236,204.27
10/31/2014,279.326,109.03,426.404,82.8982,73.2294,122.429,67.1846,31.1674,22.9725,60.6946,415.293,176.275,84.684,41.9939,32.8696,75.5302,266.468,36.7175,22.2988,204.013
11/1/2014,279.326,109.03,426.404,82.8982,73.2294,122.429,67.1846,31.1674,22.9725,60.6946,415.293,176.275,84.684,41.9939,32.8696,75.5302,266.468,36.7175,22.2988,204.013
11/2/2014,279.326,109.03,426.404,82.8982,73.2294,122.429,67.1846,31.1674,22.9725,60.6946,415.293,176.275,84.684,41.9939,32.8696,75.5302,266.468,36.7175,22.2988,204.013
11/3/2014,278.905,108.979,425.934,82.8982,73.2294,122.429,67.1896,31.14,22.9725,60.5529,415.419,176.275,84.6311,41.9995,32.8719,75.4758,266.09,36.5969,22.2689,204.036
11/4/2014,278.695,108.992,424.941,82.792,73.153,122.429,67.1313,31.1421,22.95,60.5529,415.462,176.115,84.684,42.0014,32.8742,75.4083,266.185,36.6015,22.2715,203.779
11/5/2014,278.905,108.952,424.99,83.0045,73.153,111.551,67.1364,31.1441,22.95,60.5529,415.504,176.275,84.6311,42.0033,32.8765,75.3407,266.185,36.6062,22.2415,203.801
11/6/2014,278.484,108.974,425.559,82.8982,73.0765,111.551,67.1415,31.1167,22.9275,60.4584,415.034,175.955,84.4723,41.9614,32.8182,75.2732,265.901,36.6109,22.179,203.544
11/7/2014,278.905,108.939,425.184,83.1108,73.2294,111.551,67.2202,31.1819,22.9949,60.6473,415.845,176.275,84.684,42.0549,32.9159,75.4279,266.468,36.6249,22.2515,204.169
11/8/2014,278.905,108.939,425.184,83.1108,73.2294,111.551,67.2202,31.1819,22.9949,60.6473,415.845,176.275,84.684,42.0549,32.9159,75.4279,266.468,36.6249,22.2515,204.169
11/9/2014,278.905,108.939,425.184,83.1108,73.2294,111.551,67.2202,31.1819,22.9949,60.6473,415.845,176.275,84.684,42.0549,32.9159,75.4279,266.468,36.6249,22.2515,204.169
11/10/2014,278.695,108.83,425.753,82.8982,73.0765,111.551,67.1619,31.1251,22.95,60.5529,415.204,175.955,84.5253,41.9691,32.8576,75.2996,266.09,36.6296,22.1565,203.633
11/11/2014,278.484,108.841,425.8,82.8982,73.153,111.551,67.1056,31.1271,22.9275,60.6001,415.246,175.955,84.4723,41.971,32.8598,75.3062,266.09,36.5088,22.1589,203.375
11/12/2014,278.484,108.85,425.851,83.1108,73.0765,111.551,67.1772,31.1292,22.95,60.6473,415.288,176.115,84.4723,41.9729,32.8621,75.2388,266.279,36.5135,22.1308,203.397
11/13/2014,278.484,108.917,425.379,83.0045,73.0765,111.551,67.1823,31.1313,22.95,60.6001,415.331,176.115,84.5253,42.0186,32.8644,75.1712,266.374,36.5181,22.1333,203.42
11/14/2014,278.274,108.942,425.526,83.1108,73.153,111.551,67.1977,31.1674,22.9725,60.7418,415.631,176.115,84.6311,42.0243,32.9013,75.1778,266.657,36.6573,22.1735,203.766
11/15/2014,278.274,108.942,425.526,83.1108,73.153,111.551,67.1977,31.1674,22.9725,60.7418,415.631,176.115,84.6311,42.0243,32.9013,75.1778,266.657,36.6573,22.1735,203.766
11/16/2014,278.274,108.942,425.526,83.1108,73.153,111.551,67.1977,31.1674,22.9725,60.7418,415.631,176.115,84.6311,42.0243,32.9013,75.1778,266.657,36.6573,22.1735,203.766
11/17/2014,278.064,108.89,424.534,83.0045,73.0001,111.551,67.1394,31.1401,22.95,60.6946,415.247,175.955,84.4723,42.0262,32.8733,75.1236,266.468,36.5367,22.111,203.229
11/18/2014,278.274,108.843,424.586,83.1108,73.0001,111.551,67.1446,31.1423,22.95,60.789,415.29,175.955,84.4723,42.028,32.8755,74.9821,266.657,36.5419,22.0811,202.972
11/19/2014,277.643,108.794,423.598,82.8982,72.8472,111.551,67.0231,31.115,22.9275,60.6473,414.565,175.476,84.3136,41.986,32.8475,74.8406,266.185,36.4214,21.9862,202.714
11/20/2014,277.853,108.862,423.647,83.0045,72.8472,111.551,67.0917,31.1467,22.95,60.6946,414.866,175.615,84.3665,42.0317,32.88,74.9212,266.374,36.5514,22.0212,203.016
11/21/2014,278.695,108.946,424.843,83.3234,73.0765,111.551,67.1709,31.1828,22.9949,60.8835,415.422,175.935,84.5253,42.0374,32.9172,75.15,266.846,36.5662,22.1727,203.641
11/22/2014,278.695,108.946,424.843,83.3234,73.0765,111.551,67.1709,31.1828,22.9949,60.8835,415.422,175.935,84.5253,42.0374,32.9172,75.15,266.846,36.5662,22.1727,203.641
11/23/2014,278.695,108.946,424.843,83.3234,73.0765,111.551,67.1709,31.1828,22.9949,60.8835,415.422,175.935,84.5253,42.0374,32.9172,75.15,266.846,36.5662,22.1727,203.641
11/24/2014,278.76,109.013,425.932,83.3234,73.0987,111.551,67.2396,31.2145,22.9949,60.8835,415.554,176.096,84.5782,42.0831,32.9497,75.244,266.938,36.5709,22.1779,203.664
11/25/2014,279.392,109.092,426,83.5359,73.2521,111.551,67.3749,31.2756,23.0624,60.9534,416.367,176.577,84.8496,42.1288,33.0125,75.4728,267.222,36.7007,22.3199,204.245
11/26/2014,279.814,109.235,427.142,83.5359,73.3288,111.551,67.3867,31.3095,23.0849,61.0481,416.411,176.737,84.9557,42.1761,33.017,75.5536,267.506,36.7102,22.3945,204.568
11/27/2014,279.814,109.235,427.142,83.5359,73.3288,111.551,67.3867,31.3095,23.0849,61.0481,416.411,176.737,84.9557,42.1761,33.017,75.5536,267.506,36.7102,22.3945,204.568
11/28/2014,279.603,109.365,426.869,83.7485,73.4822,123.571,67.4021,31.3497,23.0849,60.8587,417.106,176.898,85.1148,42.2247,33.1193,75.5805,267.601,36.7338,22.4705,205.237
11/29/2014,279.603,109.365,426.869,83.7485,73.4822,123.571,67.4021,31.3497,23.0849,60.8587,417.106,176.898,85.1148,42.2247,33.1193,75.5805,267.601,36.7338,22.4705,205.237
11/30/2014,279.603,109.365,426.869,83.7485,73.4822,123.571,67.4021,31.3497,23.0849,60.8587,417.106,176.898,85.1148,42.2247,33.1193,75.5805,267.601,36.7338,22.4705,205.237
12/1/2014,278.76,109.265,424.307,83.6422,73.1754,123.571,67.281,31.3225,23.0399,60.906,415.864,176.417,84.9557,42.1825,33.0305,75.2902,267.222,36.6124,22.3025,204.417
12/2/2014,277.916,109.155,423.31,83.3234,72.9453,123.571,67.159,31.2362,22.9725,60.7166,414.88,175.775,84.6906,42.0964,32.972,74.9999,266.56,36.491,22.1687,203.598
12/3/2014,277.916,109.17,423.358,83.4296,73.022,110.298,67.164,31.2384,22.9725,60.7166,414.924,175.775,84.6906,42.0541,32.9742,75.0064,266.56,36.4955,22.1714,203.619
